review_id,drugName,condition,review,rating,date,usefulCount
160207,Buspirone,Anxiety,"I was put on this medication for anxiety and man do I regret it. I have only taken this medication for one day and cannot stop vomiting. I have the sweats, my skin is clammy, I'm very dizzy, I am very weak. I have tried eating chicken noodle soup and sipping on a Powerade and I can already feel that wanting to come back up! No way will I continue this! It may work for some but I can't even make it past day one...",1.0,2017-10-05,2
75281,Vistaril,Anxiety,I have tried so many things for my anxiety...Vistaril for anxiety did not help me personally...I know everyone is different but this did not help me at all. I just started Buspar for my anxiety so I am hoping this helps. But Vistaril did NOTHING... I didn't feel anything it may work for certain people but absolutely nothing happened with my anxiety decreasing ...,1.0,2017-07-01,15
140873,Escitalopram,Anxiety,"I was told by my psychiatrist to try lexapro 10 mg for my anxiety. I have tried other medications in the past to help with it like Wellbutrin and Zoloft. They didn't help at all I got side effects right away like nausa,headaches and dizziness. So I was hoping that lexapro would help where the others didnt. I kept a positive attitude in hopes that it would make me have less anxiety. I took my first pill and 2 hrs later I felt so nauseous that I had trouble standing up without wanting to vomit. Then I starting feeling like my scalp was on fire. Also parts of my skin felt like it had a burning sensation. It didn't go away for the rest of the day. The next day I tried again and the same thing happened I wondered if with EDS if I can't take it",1.0,2016-05-19,2
186228,Desvenlafaxine,Anxiety,"The first few weeks were not pleasant but soon after the Pristiq started to help regulate my mood, it made me less likely to be anxious angry or sad. Basically it made me not really care...about much of anything. It did help me leave a bad relationship which I believe was the source of much of my anxiety. 3-4 months in and I an now growing tired of feeling so ""blah"" all the time...I am planning to taper after the Thanksgiving holiday so hopefully I am back to normal around mid December. I am not looking forward to the discontinuation symptoms - i.e. withdrawals.",4.0,2012-11-14,20
28192,Lexapro,Anxiety,I started 10mg lexapro 5 days ago for anxiety. I had been free from mirtazapine for about 9 days before starting. At first I though I had a tummy bug and stayed in bed the next day.... 5 days later and I'm still in bed and yesterday spoke with my doc who said to stop taking them. I was a complete nervous wreck... more than I had ever been without meds. Neither of the previous 2 meds (paxtine and mirtazapine) had side effects like this. This med is not for me sadly.,3.0,2015-07-06,18
75275,Vistaril,Anxiety,"I’ve had severe anxiety my whole life but was never put on anything till about 7 months ago. I was also diagnosed with bipolar, so when I’m manic and having a extremely hard time falling asleep this medicine works. But for my anxiety, which it was prescribed for, doesn’t do anything except make me pass out and not want to do anything for days! It also makes me fall asleep at the drop of a dime, for example while driving! This may work for others, but it’s definitely not the pill for me when it comes to anxiety, though for when I need to get some shut eye it works great!",4.0,2017-09-26,6
182990,Cymbalta,Anxiety,This medications helped with my arthritis a little but did nothing for anxiety,1.0,2015-05-08,24
160437,Buspirone,Anxiety,"I really wanted this to work! Buspar (5mg twice daily) was added to my Wellbutrin to help with anxiety. Immediately noticed mild insomnia, incredibly vivid and intense dreams when I could sleep. Daily diarrhea, bloating, and bouts of vertigo. I made it 4 weeks without improvement in side effects and was forced to discontinue.",2.0,2016-03-30,11
132214,Ativan,Anxiety,"Highly addictive medicine. Very angry I was put on this. I have worse anxiety and hand, feet, and head tremors. Docs give out benzos too easily. Then they do not want to help you get off them. It is awful. They treat you like a pill seeker instead of slowly weaning you off. More doctors need to use the Ashton Method of withdrawal. Taking someone off benzos too quickly can induce anger, crying spells, depression, and even seizures. Too many doctors do not want to help patients get off these pills and it is wrong.",2.0,2015-12-05,47
225802,Bupropion,Anxiety,"I was put on 150 mg dose about 4 weeks ago for mild depression/anxiety. I had dry mouth, headaches, spacey feeling, and nervousness. All of which added to my anxiety. I switched to 300 mg for 1 week, but the jitters increased and I could have climbed the walls! Rarely felt like eating. It did not negatively affect my ability to orgasm (like Lexapro did) which was nice, but couldn't handle the side effects. Trying Cymbalta.",3.0,2011-04-27,37
141953,Escitalopram,Anxiety,"I have heardof this drug working well for others. However, I feel compelled to write my experience with this drug. I was given a four week supply of Lexapro by my doctor (10mg pills) because I had panic attacks two days in a row which I did not realize at the time was a result of over drinking. I ended up taking two pills total. The side effects I experienced were: EXTREME anxiety, nausea, headache, chest pains, cold sweats, sleeplessness, nervous energy, and just general mania. I was terrified that this would never go away. The side effects went away the fourth day after taking the second (and last) pill. That was however the worst and longest 4 days of my life. You WILL get through this!",1.0,2009-10-20,26
28143,Lexapro,Anxiety,"Been on Lexapro for 2 days. Horrible nausea, headache. My husband asked the pharmacist about help with this. She recommended an over-the-counter liquid called Ematrol. Used by children and adults. It helped. Also sipped ginger ale as needed. Feel very out-of-body, shaky but trying to stick it out as everyone seems to say the first day/week is hell, but then all is good. Am continuing on Klonopin, per my psychiatrist's recommendation, until the Lexapro kicks in. Will try taking it at night, as this seems easier to ""ride out"" the side effects through sleep.",2.0,2015-08-16,24
177310,Duloxetine,Anxiety,"By the third dose, I had experienced chest tightness, dry mouth, dilated pupils, dizziness and a loss of emotions. The most interference in my life was the dizziness. I did not want to drive the 25 miles to work and back due to feeling dizzy. The side effect that bothered me the most was the lack of feeling emotions. I felt very detached from any emotion and was unable to cry, laugh or feel love. I discontinued the drug after the third dose. This was not the way I wanted to feel while dealing with moderate anxiety. I'll look for herbal remedies and remain in therapist-guided talk therapy. I don't want to be a dizzy emotional zombie. I am also scared to death, from what I've read, to discontinue this drug due to horrendous bad side effects.",1.0,2017-01-03,24
121010,Venlafaxine,Anxiety,"this drug causes fluid retention in breasts in men, also it gave me serious constipation it was terrible, bloated belly, maybe it gave me slight hangover like feeling next day after I took it this drug gave me manic episodes and withdrawal was terrible, I would never recommend this drug to anyone Went to my doctor he prescribed some medicine for constipation, I used it for a week and it was the terrible week, after that, I stopped taking it .Docs cannot do much but self-learning can",1.0,2017-03-28,7
146807,Alprazolam,Anxiety,Please try a different benzo before this drug. It's a life ruiner. The effects are so strong and leave the body quickly it makes you crave more. Tolerance builds like crazy with this drug too. I suggest klonopin. It works great and lasts a lot longer. Withdrawal is horrible from Xanax. You can die from it. Also comes with severe memory loss while taking it.,2.0,2017-03-21,25
184409,Hydroxyzine,Anxiety,"My first review on here. Prescribed 25mg to be taken during an anxiety attack. Took it twice, once at night and once during a morning spell. It didn't do anything good but it didn't do anything bad either. From the rest of the reviews, it looks like it either works great or not at all. There doesn't seem to be much harm in trying.",1.0,2014-02-13,53
204551,BuSpar,Anxiety,Made me very dizzy and lightheaded.,4.0,2011-10-14,12
204632,BuSpar,Anxiety,I tried it for anxiety and aggresive behavior. With in a few minutes of taking the first dosage I became catonic. Tried again two more times and each time the same thing; Dr. changed my medication after that and said that happens in a very few patients on Buspar.,1.0,2012-02-13,12
168639,Vilazodone,Anxiety,"I tried this for anxiety, but unfortunately it killed my stomach and I had to stop after 2 weeks. Upon the first dose, I became very nauseous. I moved the dosing time to after my largest meal, but it did not help. My stomach would cramp for 3 hours after taking the pill. It gave my heartburn also. I had zero appetite and could not even think about eating a vegetable for all 14 days. I could only eat very bland foods in very tiny amounts. I have gastritis and this drug flared it so badly, I had to take Prilosec. If you have stomach/GI issues of any kind, I would not suggest this drug. I would also advise you check with your insurance on the cost. I was given a sample pack, then called my insurance and it was going to be $223/month for me.",1.0,2017-03-09,3
184574,Hydroxyzine,Anxiety,I've been taking Vistaril 25 mg for 3 weeks and it has not helped me what so ever. At first I felt a little less nervous but when I had to go to an assembly it kicked right back up! Now I'm getting ready to get on Lexapro. Hopefully this drug works for me.,3.0,2009-05-19,17
141157,Escitalopram,Anxiety,"I have panic attacks and anxiety. My doc prescribed 10 mg of teva-escitalopram. I tried taking this medication about a month ago and was soo sick by day 2 I quit. I just had a bad panic attack on the weekend so I decided to start taking this medication again, this time I broke the pill in half. I'm now on day 4. My anxiety seems a bit worse because now I'm scared. I'm dizzy, I have diarrhea, I get bad head aches, I'm freezing right now and I just threw up a little bit. Is this normal? Every one says the first week is hellish.....like this? Thanks!",1.0,2015-09-03,2
160303,Buspirone,Anxiety,"My doctor put me on this medicine on 2-17-2017 twice a day at 7.5mg for my anxiety and stress levels. Today is 2-20-2017 and I'm already having issues. I ended up getting extremely light headed, heart racing, sweating, and dizzy all in the matter of five minutes. I went to go to the bathroom so I could try and feel better. Next time I remember I was on the floor laying in a pool of my own vomit. At that time, I had no idea what was going on, what had happened, or anything. I ended up having a bad seizure. I was locked in place for five minutes, not breathing properly, and throwing up everywhere. I was extremely confused and exhausted like I had just ran a marathon. Went to bed and had another one six hours later.",2.0,2017-02-20,9
172220,Clonazepam,Anxiety,I've been on this med for 2 months it keeps me awake all night..what to do I take it at bed time .Still awake at 4 am,7.0,2017-10-13,4
147036,Alprazolam,Anxiety,"I was originally just on the regular XANAX for year's and at first it helped and then it wore off and wasn't affective. My Doctor searched and searched for another medication that would be very effective especially because I have ""LUPUS"" and have been having severe anxiety and depression I really had to be on something before I stressed my ""Lupus"" to flair up! So XANAX XR was recommended , and OMG this XR is so amazing and very effective. I absolutely love it! It helped with anxiety, depression and sleep! I t works wonders and I totally recommend it to anyone.",10.0,2015-06-16,75
30079,Klonopin,Anxiety,"I have anxiety disorder and ocd which has made me depressed over the years. I have tried various SSRI's and some antipsychotics, none of which seemed to help with my overwhelming anxiety obsessional thoughts and compulsions. They also gave me unwanted side effects. I am very scared when it comes to taking medication, and will only take a pill if i really need too. The only thing that seems to help in easing my mind is Klonopin! I have no noticeable side effects from taking it . It makes me feel like my old self, helps me to be focused and relaxed, and gives me the confidence to do more things. I would definitely recommend this medication for other anxiety sufferers out there.",9.0,2015-02-15,31
147514,Alprazolam,Anxiety,"I am a recovering alcoholic, now 23 years sober but have had to relent and begin taking alprazolam for general ongoing mild anxiety which affects my sleeping which in the past had been very normal. I take one half of an oval pill and then one half of an Ambien for sleep and it has worked great. No side effects. Of course I am concerned about addiction but I am against the wall on a remedy and I am committed to a limit on my alprazolam and Ambien.",8.0,2009-11-15,2
168684,Vilazodone,Anxiety,"I am a man and I started Viibryd primarily to reduce the sexual side effects of other SSRI's. I have tried many different SSRI's over the years for generalized anxiety and until now Zoloft was the best choice for me. I tend to be sensitive to medications and am usually affected by side effects, but at the same time I usually respond well to lower dosages. I personally had severe side effects including vertigo, and watery diarrhea. All the side effects passed after a couple of weeks and increasing the dosage had little effect on me. Currently on 20mg and staying there. My libido has improved significantly and I am very happy with the results. Side effects were brutal, but worth working through them!",9.0,2016-02-11,9
196855,Paroxetine,Anxiety,"I went on this medication due to me having severe anxiety and mild OCD to the point where it affected me in almost every aspect, I've only been on it for almost a month and so far the results have been amazing, the only side effect that I've really noticed is the fact that I get sleepy so I take it before bed. Other than that I'm more happy, more calm, my OCD isn't as bad anymore",9.0,2016-07-04,50
30220,Klonopin,Anxiety,"Used to take 2 mgs three times per day with my old doctor, stopped for a year, and now I'm on 0.5mg three times a day. I built up a tolerance quickly, but when I have a panic attack 4 mgs stops it dead. I love Klonopin, it lasts longer than Xanax and doesn't give me a crazy hangover feeling the next day!",10.0,2013-04-19,58
204655,BuSpar,Anxiety,I have been taking Buspar for almost a week. My doctor prescribed it for my Anxiety - mainly my constant agitation. I must say that I have been sleeping better and I feel somewhat better. I take Buspar 15mg - Once a day.,9.0,2008-06-18,184
174163,Valium,Anxiety,I have been on 10mg of Valium 3 times a day since 1998 and have had very good luck with it. I have tried other medicines but everything else seems to not work as well. Don't no what I would do if I didn't have it. I work 6 and 7 days a week. It doesn't affect that at all. I'm a lot calmer when I use it and still full of energy.,10.0,2011-01-11,70
183221,Cymbalta,Anxiety,"Cymbalta changed my life. Initially, for the worst - I was vomiting and felt like I was dying for the first few days. Then gradually, the side effects lessened. The vomiting stopped after 2 days, the foggy head and ill stomach cleared after a week or 2. Then it changed my life for the better - to my shock and my doctor's amazement, the lowest dose (30mg) worked! No need to experience the side effects of moving to a higher dosage (thank goodness!). I was previously unable to socialise and frequently had a fight or flight response that was way over-reactive. Now, although not perfect, it's way more under control. I've used Cymbalta for almost a year. I would definitely recommend Cymbalta!",10.0,2013-04-23,123
146842,Alprazolam,Anxiety,"Xanax saved me. Apprehensive about taking meds but broke down after it got so bad I didn't even want to take the covers off my head with my eyes clenched shut just fearing every day because I knew anxiety, fear of everything under the sun and panic attacks would rule my day. I was told I needed to be on long term anxiety drugs so I tried lexapro and ended up in the er with side effects so horrific I don't even want to think of it now. Xanax is basically a quick fix to calm the anxiety but it's the only thing I'm willing to take and over time I broke out of the nightmare I was living. I still have bouts of anxiety but as long as I have Xanax on hand I know I'll be ok. I never had any bad side effects except for being tired. Trade is worth it",10.0,2016-08-15,35
147157,Alprazolam,Anxiety,"I have been on many other anxiety/panic disorder medicines. Tried Zoloft, Buspar, etc. Been on Xanax 1 mg 3x daily for about 10 yrs, but as my situations changed going to multiple panic attacks feeling as if appending doom due to attacks my doc has me on the 2 mg Xanax 3 times a day with diazepam (Valium) 10 mg 2x daily and Vistaril in between doses to prolong the medicine. I have seen my life do a big turn around! And I use Restoril a sleep aid to get me through the night because I would awake in the night with an attack. I understand these are benzodiazepines with the exception of the Vistaril. It's hard to find a doctor willing to accommodate that but it does work. Taken properly I have next to no attacks thanks to my understanding doctor. Only thing that works.",10.0,2013-09-14,12
83269,Paxil,Anxiety,"I do great when on this medicine but if I run out.. I feel nauseated, my head feels like it's swimming, I feel mad and snap easily. So don't run or stop without your Doctor's help. I see my Doctor today, I can't wait.",10.0,2011-05-31,18
176448,Lorazepam,Anxiety,"Severe social anxiety to the point of not being able to interact with people in public, couldn't go to seminar classes where speaking was required. Would sweat profusely with my heart beating out of chest. Now I take one 1 mg pill most days (not all) along with clonidine daily and I feel fine! I participate in lecture discussions, talk to people around me, etc. Side effects: a slight ""nodding"" effect"" and bit drowsy but I sort of like its cool breeze of sedation. Great medicine!",9.0,2014-01-14,31
160738,Buspirone,Anxiety,"I am a physician who has struggled with anxiety my whole life. I have previously tried selective serotonin reuptake inhibitors (SSRIs), benzodiazepines, as well as meditation, exercise, healthy eating, and CBT. All the non-drug options were helpful but not sufficient. SSRIs were not very effective in my case and I had various side effects. Benzodiazepines worked brilliantly and helped me through some stressful months of training but led to pharmacological tolerance and dependence. After many years of struggling with no medications I decided to try buspirone but I was very skeptical it would work because most of my colleagues stated it was a rather ineffectual drug. I have to say they are absolutely wrong. I feel calmer, more in control than I have been for a long time.",9.0,2011-07-08,35
141473,Escitalopram,Anxiety,"I am 23 years old and have been on Lexapro for 7 months for anxiety. I decided to come write a review because I remember when I was first prescribed Lexapro I was in a bit of a panic. I didn't know rather or not to take it and looked for as much information as I could. Most of the review I read were negative but I was in such a bad place that I chose to still give it a try. So, I want there to actually be a good review out there for people to see and read. I can say that Lexapro changed my life. My extreme anxiety is gone. I sleep normally and I feel like a new person. The only complaints I have, is that I am always tired and it KILLED my sex drive. Love it.",8.0,2013-11-23,24
214585,Escitalopram,Anxiety,"So I have been taking Prozac for a long time but I was always taking naps and tired, I didn’t want to do anything go anywhere. I decided to look into Lexapro reviews some of them really scared me. I thought why not give it a shot one of my cousins takes Lexapro. The doctor switched me from Prozac to Lexapro and I’m going on three weeks I feel so much better I have more energy I’m not sleeping all the time. I’m noticing more things that make me happy. I did have side effects in the beginning but they were very mild constipation dizziness tingly feelings but those are starting to go away. I’m so glad I try this medication I hope it continues to work for me. The doctor started me on 5 mg and I’m slowly working my way up to 10 mg. Write your reviews because people actually do read them.",10.0,2017-11-19,15
147320,Alprazolam,Anxiety,"It helps me from having severe anxiety attacks, I do go through normal emotions, so I only take them when I get too overwhelmed and I am going to have an anxiety attack. They are very helpful.",7.0,2012-03-21,18
160455,Buspirone,Anxiety,I have tried many other anxiety medications. This took about 4 weeks to work but is great. I'm 34 years old and have had anxiety since I was a teenager. This is the best I have felt in my adult life. Also taking Prozac once daily. Great combination.,10.0,2016-02-16,50
131758,Effexor XR,Anxiety,"I have been on this medication for over 6 years now, 150 dose although it does help quite a bit if you're forgetful like me and miss a dose you're going to be in a world full of trouble even one day will make you feel sick although I still get panic attacks now and then. I find it does really help.",8.0,2016-02-11,30
160206,Buspirone,Anxiety,"I've been on Buspar for two years. The drug does not 'kick in' quickly, but once it does start working, one notices a nice, quiet calm. (It started working for me after ~ 30 days. )It's nothing like the benzodiazepines (thank goodness) and does not make me feel like a zombie with memory problems like Clonazepam (Klonopin) or Valium, etc. I use this in conjunction with Cymbalta and this combination helps me with both anxiety and depression. The only side effect I notice is that I might sweat a bit more. It is non-addictive, but as with any drug used long-term, one become physically dependent upon Buspar and one should follow a withdrawal schedule formulated by your PCP.",9.0,2017-10-06,16
172921,Clonazepam,Anxiety,"I had a health issue that printed severe anxiety 2 plus years ago. I tried a couple of SSRI's. They made me feel worse. This is the ONLY medication that helps me to feel normal. Also battled insomnia for 15 years and took nothing for it. Now with Klonopin I sleep. I also have a fear of medication /building up tolerance but physical impact of stress I have been told is worse for my mind and body. The life saving plus no side effect profile of this medicine is amazing. I just hope I can continue to take it long term because without it I would be in far worse shape. Thank you for all the rave reviews nice to know I am not alone in my love for this medicine. And this is from a medication averse, workout everyday, eat right person.",10.0,2013-09-03,126
197291,Paroxetine,Anxiety,"I took Paxil for a total of 10 years for anxiety and panic attacks. I was put on it at a young age, but I don't see how I could have gotten through those ten years without it. Paxil is great and works wonders for anxiety, but I didn't want to be on it my whole life. I'm now 20 and doing great without it. I think the medicine gave me a sense of confidence after a while that made me realize I could get through my anxiety on my own. A confidence that helped me find my own coping mechanisms for my anxiety so that I no longer needed to rely on the Paxil anymore. I highly suggest Paxil to anyone with anxiety disorder looking for a medication to help.",10.0,2013-03-05,131
132460,Doxepin,Anxiety,"Honestly, a very good drug for anxiety and depression symptoms. The worse side effect is the weight gain. But in the end, for me personally, I would prefer relief from anxiety.",9.0,2017-09-28,2
112282,Gabapentin,Anxiety,"It has been a godsend anxiety treatment for me, relieving me of what was once crippling anxiety.",10.0,2017-01-07,72
141309,Escitalopram,Anxiety,Best medication ever. It takes a bit to kick in but once it does ....amazing. I am on my way to getting my life back. Don't get discouraged it works. I was in my sixth week before i felt it and my doctor increased me to 20 mg and things are going great.,10.0,2014-11-25,119
186483,Desvenlafaxine,Anxiety,"I have been on several different medicines from Cymbalta, Wellbutrin, Effexor to name a few. I LOVE Pristiq. I can get up in the morning and feel it's going be a good day. Before, I would avoid social places where I knew there would be a lot of people because I panic. I also raged and get irradiated very easy, it almost cost me my marriage.",10.0,2010-06-13,57
112074,Gabapentin,Anxiety,"I have been suffering from the anxiety for the past four years. I have been on Ativan, Xanax, and many SSRI drugs. Nothing helped. As a matter fact, the SSRI drugs made my anxiety worse. Finally a psychiatrist prescribed gabapentin. It has been a miracle for me. I don't have any side effects whatsoever. All of the physical symptoms of anxiety (heart palpitations, shortness of breath, sweating, tiredness) have disappeared. I I also feel more ""even."" I have more patience and I'm not in such a rush to do things. I take three 300 mg pills a day. I am so thankful for finding this drug. I know how hard it is to try different medications and have them not work. I hope anybody who is suffering from anxiety finally finds a medication that helps.",10.0,2017-08-02,39
30105,Klonopin,Anxiety,Started this medicine a month ago and I have to say the low dose of 0.5mg has changed my day to day life!,10.0,2014-04-08,99
160500,Buspirone,Anxiety,"BuSpar is the only medication that has worked with minimal side effects for me. Only downside is that I get a bit dizzy and hot after taking my morning pill. I'm on 10mg twice a day, and it has made such a difference in my life. So thankful for a medication that finally works!",10.0,2015-11-04,17
41883,Clonidine,Anxiety,"Started taking clonodine BID for severe anxiety (GAD, PTSD, PD), in conjunction with my benzos (PRN). I have tried almost everything else on the market and this was the first time I was really impressed with the effects. The first week and a half I appreciated the intense drowsiness but I powered through because I physically felt relief from my racing heart. Surely this medicine isn't for everyone, but it sure helps me.",9.0,2016-07-06,65
147386,Alprazolam,Anxiety,"I work in retail management in the city of Philadelphia, so my nerves get worked for 12 hours straight. Xanax absolutely takes the edge off. I also use it whenever I fly, and that's a really big positive for me because I fly frequently.",10.0,2011-03-13,1
30002,Klonopin,Anxiety,"I started taking this drug 10 years ago because I was always stressed and was waking up at 3am. Started on 0.5mg at bedtime, combined with Trazadone, and it would knock me out within 15 minutes-I almost had to rush to the bed sometimes. It was prescribed to take another dose in the morning but I only did this once, as it made me very sleeping driving to work. I later discovered the Trazadone wasn't doing anything and now just take the Klonopin at 0.75mg at bedtime and it gradually puts me to sleep and keeps me there. If I wake in the middle of the night and would normally stress about stuff, I am able to fall back to sleep till morning. Helps with work anxiety during the day, too. It has been a miracle drug for me!",10.0,2016-03-04,64
114990,Diazepam,Anxiety,"I suffer from panic attacks. They occur maybe twice a year. When I do have one it feels like a heart attack. I have tried Xanax and hated the way it made me feel. Valium, or diazepam is the only pill that when I am having a panic attack I take it with in minutes it calms me down and I snap right back to normal. I have no side effects, no drowsiness. This is because I take it for extreme emergencies when I truly need it. One time I did take it just to fall asleep and I did hallucinate and made me feel drowsy. I never did that again. This pill works for panic attacks. Though mine a rare I would recommend it to anyone who suffers from them. They are not addicting if you take them the right way.",10.0,2016-05-09,28
28246,Lexapro,Anxiety,"During a recent stretch of terrible anxiety which crept up very slowly, I suddenly became incapacitated. I was in fear of everything and I couldn't function- AT ALL. I went to my doctor and explained the symptoms and he recommended Lexapro 10 mg. with Klonopin .5 mg. as needed. I took both medications and the Klonopin erased all the startup side effects of the Lexapro such as increased nervousness, insomnia, and poor appetite. As soon as the Lexapro kicked in, ( about three weeks) I was able to step off the Klonopin and have felt great ever since. Anxiety has been wiped out and sleep has improved. I feel 100% better. Don't give up, this medication WORKS !!",10.0,2014-12-19,201
28856,Lexapro,Anxiety,"Lexapro has worked really well for my anxiety/depression issues. The only down side is that it pretty much killed my sex drive. In the process of finding a remedy for that, for my husband's sake!",9.0,2009-09-01,14
19041,Chlordiazepoxide,Anxiety,Only medicine that no side effects. Take as when required basis and have no issues.,10.0,2012-09-04,47
146993,Alprazolam,Anxiety,"I suffer from moderate, sometimes severe anxiety. General life stress, such as my job (bad bosses), my kids arguing over any & everything, etc... I've been on Xanax (alprozolam) for about 2 years on & off. Recently I've started experiencing panic attacks with psychotic features (self-diagnosing here) and as soon as I take a .5mg Xanax tablet, I'm fine within 5-10 minutes. This little tablet has been a lifesaver for me.",10.0,2016-01-04,40
115100,Diazepam,Anxiety,Diazepam has helped me with my panic attack and anxiety. I couldn't imagine going back to the old me without it.,8.0,2014-04-02,61
141585,Escitalopram,Anxiety,"I am a mom to two sweet, high energy toddlers that challenge me every minute of the day. I did start feeling on the edge and extremely stressed with my older son. Now I have been on Lexapro for almost two months and so far I like it- feel more patient and calmer, but not a Zombie. I was very scared to gain more weight on top of my remaining pregnancy weight, but actually I started losing weight since my appetite decreased. I hope it continues. I am on 10mg. The side effect- super low libido and possibly feeling a bit more tired. If that's all I am going to experience, I will stick to it for for another 5-6 months. Overall it is way better than Celexa or Zoloft for me. Good luck!",8.0,2013-04-09,43
144002,Etonogestrel,Birth Control,"I had this implant put in last August so it has been almost a year. It really intensified my depression the first few months, but I am fine now. For the first few months, I had regular periods. But since March of this year, I've been on my period non-stop. My doctor recommended that I get it removed. It also has made my acne worse. It is really bad on my chin and jawline now, which were not problem areas before. I guess the only good side is that I haven't got pregnant with the implant in. But the effects are awful.",4.0,2016-07-27,2
149097,Mirena,Birth Control,"I am 22, no prior children, I have endometriosis & was told Mirena was the best option. The implementation process was hell. The worst pain I have ever been in. I fainted & had to have a friend pick me up. I left it in for 10 months. Within those 10 months I'd gained 18 pounds (on a 5 foot tall person that's horrible), I was moody, had the worst cramps, hair loss, acne, horrible headaches, the appetite of a sumo wrestler, & didn't want to do anything. I felt lazy and borderline depressed. They don't tell you those side effects for obvious reasons. Yesterday I finally had it removed. Being traumatized by having it put in I about made myself sick with nerves. The removal was quick and painless and I already feel like myself again.",1.0,2015-08-08,20
99982,Desogestrel / ethinyl estradiol,Birth Control,"I started taking this pill about a year ago and it's been complete hell since I started. The first week and half, I'm unbearable nauseous and hardly have an appetite. At first I thought these symptoms would subside, but they never did. The next week and half, I'm cursed with almost extreme PMS symptoms. Ridiculous bloating, awful acne, breast pain; you name it. My periods last an entire week and I get debilitating cramps, so bad to where they make me sick the first few days. I tried to wait it out the year but it's only gotten worse. This birth control has given me the worst anxiety, migraines, heart palpitations, and I'm dizzy constantly. I wouldn't recommend this to anyone, not even my worst enemies. Please be cautious when using this.",1.0,2017-09-02,2
226590,Etonogestrel,Birth Control,"I have had this BC since June 30th 2014. The process of putting it in wasn't bad at all about a month after it being put in I had called my obgyn complaining of pain in my arm where the bar was placed she completely disregarded anything I was saying and then told me it was just a pulled muscle with out even checking. Its been almost a year now and the side effects are horrific I've had weight gain, real bad mood swings, hair lose, migraines , dizziness , blurred vision,black outs, pain in my arm, bad twitches, insomnia, rls (restless leg syndrome) and now they are refusing to remove it due to inability to pay and no insurance. But having all these problems when you are a stay at home mother of 2 young ones is not a good thing.",1.0,2015-06-04,6
226628,Etonogestrel,Birth Control,January 2014 I had my son. On March 2014 I got the Nexplanon put in. Didn't want another kid. The process wasn't too bad a slight sting from the numbing medicine so they can insert it into your arm. My doctor put it in and everything was fine. A side affect that I have that's beyond annoying is I haven't stopped bleeding since I had my son! It is four going on five months now and I still haven't stopped bleeding (not even for a day or half a day) I went to the emergency room once I started having some pain in my lower abdominal. After running some test and doing an ultrasound they couldn't figure out why I am still bleeding. I feel it's the Nexplanon and plan on having it removed ASAP!!!,1.0,2015-06-07,5
192049,Drospirenone / ethinyl estradiol,Birth Control,"i took yasmin for one month, it was my first bc and it was the worst. i was handed a free sample of evil. i had a open sore appear on my face roughly the size of a dime and stayed open until i discontinued the use. my period also continued for the entire month. worst birth control i ever took and i have tried many now.",1.0,2016-08-25,2
147954,Norethindrone,Birth Control,"Very bad side effects; my Dr. recommended this pill because I wanted to avoid weight gain and have reliable birth control. I took it for 9 days. During that time, I gained almost 10lbs; my normal weight is 120. My chest is hugely swollen and very painful. Stopped taking it and still waiting to get back to normal.",1.0,2016-11-15,10
90613,Chateal,Birth Control,I am 19 years old and this is the first experience I've had with birth control thus far. I just began this birth control about a week ago. I'm not sure how to rate this because I have nothing to compare it to but my experience has not been very good. The morning after the first day I took it I felt so nauseous. By 10am I had thrown up absolutely everything in my stomach. I feel nauseous after every meal now and also get mild headaches. I have to say my acne has cleared up a bit and I haven't had any other bad symptoms. I'll have to reevaluate after I have been on chateal for a while but as of right now it makes me feel very sick.,4.0,2017-06-29,1
106934,Implanon,Birth Control,"I got Implanon on August 6th 2013. Soon after I noticed non-stop bleeding, and mood swings. I cried very often, and also ended a relationship. I went through depression, anxiety and had serious headaches. I haven't quit bleeding for more than a week since I've been on it. I don't recommend it to anyone under 18.",2.0,2014-01-09,48
84861,Ethinyl estradiol / norgestimate,Birth Control,"Can't say enough bad about this medication. Aside from the really severe, dangerous side effects like blood clots, everything that could go wrong did go wrong. Severe anxiety, constant bloating and constipation, hemorrhoids, insomnia, etc. I was prescribed xanax after the first month to use so I might be able to sleep and just try get through the day and see if I could make it past the three month mark. Second month was also hell. The anxiety was better because I was hyped on sedatives but my digestive system was a wreck. By the time I got to the doctor she told me to stop using the medication immediately. Already doing significantly better. I can eat and I'm not terrified all the time.",1.0,2016-03-24,3
144569,Etonogestrel,Birth Control,I hate this I got this implanted in late February 2016& about a week after insertion I started feeling sick flu like symptoms weak light headed and dizzy I lost weight I feel depressed and I always feel like crying...I feel lethargic at times for no reason this does not agree with my body like the Implannon did!!! I will be making an appointment immediately maybe I will try birth control pills but Nexplanon is definitely not for me!!!!,1.0,2016-03-20,3
43973,Ethinyl estradiol / norgestimate,Birth Control,"This was my first birth control and I was on it for about a year. I took it to help lighten an regulate my ridiculously heavy period and it did just that. However it gave me terrible mood swings, spotting, and the final straw was my once thick hair became extremely thin. Though it did its original purpose, the side effects were just too much.",3.0,2012-07-08,17
